0x396cc043ff8	16	1
0x396cc0459cf	19	1
0x396cc047309	20	1
0x396cc047958	26	1
0x396cc9ce6cb	16	0
0x396cc9cf6de	19	0
0x396cc9cff69	20	0
0x396cc9d138d	26	0
0x396cd357875	16	1
0x396cd358bc9	19	0
0x396cd359148	20	0
0x396cd35a70c	26	0
0x396cdce10d6	16	0
0x396cdce2563	19	0
0x396cdce305f	20	0
0x396cdce4ad2	26	0
0x396ce66a7cb	16	1
0x396ce66c6ec	19	0
0x396ce66ce3f	20	0
0x396ce66e640	26	0
0x396ceff3152	16	0
0x396ceff43d5	19	0
0x396ceff6156	20	0
0x396ceff6708	26	0
0x396cf97cb88	16	1
0x396cf97e62f	19	0
0x396cf98044b	20	0
0x396cf9810e8	26	0
0x396d03050c9	16	0
0x396d0306eb1	19	0
0x396d0307638	20	0
0x396d0307ab2	26	0
0x396d0c9087f	16	1
0x396d0c91eac	19	0
0x396d0c92492	20	0
0x396d0c93c94	26	0
0x396d1619925	16	0
0x396d161ab74	19	0
0x396d161b63d	20	0
0x396d161cf77	26	0
0x396d1fa376c	16	1
0x396d1fa4cfd	19	0
0x396d1fa55bc	20	0
0x396d1fa6b81	26	0
0x396d292b763	16	0
0x396d292c94a	19	0
0x396d292e79b	20	0
0x396d292ecb1	26	0
0x396d32b4f90	16	1
0x396d32b682e	19	0
0x396d32b7ffc	20	0
0x396d32b87b7	26	0
0x396d3c3e4b0	16	0
0x396d3c3f48e	19	0
0x396d3c40c28	20	0
0x396d3c410d6	26	0
0x396d45c919d	16	1
0x396d45cad14	19	0
0x396d45cb397	20	0
0x396d45ccf42	26	0
0x396d4f52b37	16	0
0x396d4f53c1a	19	0
0x396d4f5467a	20	0
0x396d4f55c3f	26	0
0x396d58d8ba5	16	1
0x396d58d9d58	19	0
0x396d58da6b4	20	0
0x396d58de3f1	26	0
0x396d62620c5	16	0
0x396d6262bf5	19	0
0x396d626445f	20	0
0x396d6264e8b	26	0
0x396d6beb478	16	1
0x396d6bec149	19	0
0x396d6bed8ae	20	0
0x396d6bee343	26	0
0x396d7574ca5	16	0
0x396d7575a12	19	0
0x396d7576543	20	0
0x396d7577d45	26	0
0x396d7efe08c	16	1
0x396d7efee61	19	0
0x396d7f007d0	20	0
0x396d7f01160	26	0
0x396d888767c	16	0
0x396d8888fea	19	0
0x396d8889a7f	20	0
0x396d888a3da	26	0
0x396d9210da4	16	1
0x396d9211b46	19	0
0x396d921337c	20	0
0x396d9213da8	26	0
0x396d9b9a3c8	16	0
0x396d9b9bd9f	19	0
0x396d9b9c868	20	0
0x396d9b9d1c3	26	0
0x396da523b25	16	1
0x396da5247c2	19	0
0x396da525ff8	20	0
0x396da5269f0	26	0
0x396daead079	16	0
0x396daeae97f	19	0
0x396daeaf3df	20	0
0x396daeafd07	26	0
0x396db83676d	16	1
0x396db8375df	19	0
0x396db838e15	20	0
0x396db839841	26	0
0x396dc1bfdc6	16	0
0x396dc1c0c37	19	0
0x396dc1c253e	20	0
0x396dc1c2f6a	26	0
0x396dcb493b6	16	1
0x396dcb4ae91	19	0
0x396dcb4b855	20	0
0x396dcb4c219	26	0
0x396dd4d2a42	16	0
0x396dd4d43e4	19	0
0x396dd4d4e79	20	0
0x396dd4d5809	26	0
0x396dde5c0ce	16	1
0x396dde5db41	19	0
0x396dde5e505	20	0
0x396dde5ee95	26	0
0x396de7e575a	16	0
0x396de7e71cd	19	0
0x396de7e7bc5	20	0
0x396de7e8555	26	0
0x396df16eeeb	16	1
0x396df16fc8d	19	0
0x396df1715fb	20	0
0x396df172027	26	0
0x396dfaf840b	16	0
0x396dfaf9e16	19	0
0x396dfafa7da	20	0
0x396dfafb169	26	0
0x396e0481acb	16	1
0x396e048350a	19	0
0x396e0483e9a	20	0
0x396e048485e	26	0
0x396e0e0b123	16	0
0x396e0e0cb62	19	0
0x396e0e0d55a	20	0
0x396e0e0df1e	26	0
0x396e17947b0	16	1
0x396e1796223	19	0
0x396e1796c4f	20	0
0x396e17975ab	26	0
0x396e211df0c	16	0
0x396e211ecae	19	0
0x396e21204b0	20	0
0x396e2120ea8	26	0
0x396e2aa74c8	16	1
0x396e2aa8f6f	19	0
0x396e2aa9485	20	0
0x396e2aaabb7	26	0
0x396e3430b55	16	0
0x396e34325fc	19	0
0x396e3432ff4	20	0
0x396e3433984	26	0
0x396e3dba179	16	1
0x396e3dbbbec	19	0
0x396e3dbc57b	20	0
0x396e3dbcf0b	26	0
0x396e4743839	16	0
0x396e47451dc	19	0
0x396e4745bd4	20	0
0x396e4746564	26	0
0x396e50cd30b	16	1
0x396e50ce1e5	19	0
0x396e50ceb75	20	0
0x396e50d06b8	26	0
0x396e5a56586	16	0
0x396e5a58095	19	0
0x396e5a58577	20	0
0x396e5a59cdc	26	0
0x396e63dfbaa	16	1
0x396e63e1651	19	0
0x396e63e2015	20	0
0x396e63e29d9	26	0
0x396e6d6926a	16	0
0x396e6d6ac75	19	0
0x396e6d6b639	20	0
0x396e6d6bffd	26	0
0x396e76f285a	16	1
0x396e76f4301	19	0
0x396e76f4cc5	20	0
0x396e76f5655	26	0
0x396e807bfeb	16	0
0x396e807cd24	19	0
0x396e807e526	20	0
0x396e807ef1e	26	0
0x396e8a055a7	16	1
0x396e8a07082	19	0
0x396e8a07a7a	20	0
0x396e8a0843e	26	0
0x396e938ec9b	16	0
0x396e9390672	19	0
0x396e939106a	20	0
0x396e93919fa	26	0
0x396e9d18328	16	1
0x396e9d19d9a	19	0
0x396e9d1a2b1	20	0
0x396e9d1ba16	26	0
0x396ea6a194c	16	0
0x396ea6a3356	19	0
0x396ea6a3d4f	20	0
0x396ea6a4713	26	0
0x396eb02b074	16	1
0x396eb02bd7a	19	0
0x396eb02d618	20	0
0x396eb02e078	26	0
0x396eb9b45fc	16	0
0x396eb9b610b	19	0
0x396eb9b6acf	20	0
0x396eb9b745f	26	0
0x396ec33dcf1	16	1
0x396ec33f763	19	0
0x396ec340127	20	0
0x396ec340b20	26	0
0x396eccc7315	16	0
0x396eccc8dbc	19	0
0x396eccc97e8	20	0
0x396eccca1ac	26	0
0x396ed650a71	16	1
0x396ed651813	19	0
0x396ed652fe1	20	0
0x396ed6539a5	26	0
0x396edfda095	16	0
0x396edfdbc0d	19	0
0x396edfdc123	20	0
0x396edfdcb4f	26	0
0x396ee963756	16	1
0x396ee96445b	19	0
0x396ee965bc1	20	0
0x396ee9665ed	26	0
0x396ef2ecd12	16	0
0x396ef2ee7b9	19	0
0x396ef2ef1b1	20	0
0x396ef2efb41	26	0
0x396efc7636a	16	1
0x396efc77e79	19	0
0x396efc787d5	20	0
0x396efc79165	26	0
0x396f05ffa93	16	0
0x396f060149d	19	0
0x396f0601e61	20	0
0x396f06027f1	26	0
0x396f0f890b7	16	1
0x396f0f8aac1	19	0
0x396f0f8b451	20	0
0x396f0f8be15	26	0
0x396f1912777	16	0
0x396f1914286	19	0
0x396f191479c	20	0
0x396f1915ece	26	0
0x396f229bdcf	16	1
0x396f229d8de	19	0
0x396f229ddc0	20	0
0x396f229f526	26	0
0x396f2c2545c	16	0
0x396f2c26e66	19	0
0x396f2c2785e	20	0
0x396f2c281ee	26	0
0x396f35aeab4	16	1
0x396f35b055b	19	0
0x396f35b0eeb	20	0
0x396f35b18af	26	0
0x396f3f38210	16	0
0x396f3f3928b	19	0
0x396f3f3aa8d	20	0
0x396f3f3b485	26	0
0x396f48c1798	16	1
0x396f48c323f	19	0
0x396f48c3c6b	20	0
0x396f48c45fb	26	0
0x396f524aef5	16	0
0x396f524c900	19	0
0x396f524ce16	20	0
0x396f524e57b	26	0
0x396f5bd461d	16	1
0x396f5bd548f	19	0
0x396f5bd6c91	20	0
0x396f5bd7689	26	0
0x396f655dc42	16	0
0x396f655ea4b	19	0
0x396f6560219	20	0
0x396f6560c45	26	0
0x396f6ee71c9	16	1
0x396f6ee8c70	19	0
0x396f6ee9600	20	0
0x396f6ee9fc4	26	0
0x396f7870856	16	0
0x396f7872190	19	0
0x396f7872b20	20	0
0x396f78734b0	26	0
0x396f81f9fe6	16	1
0x396f81fad20	19	0
0x396f81fc556	20	0
0x396f81fcfb6	26	0
0x396f8b8356e	16	0
0x396f8b85049	19	0
0x396f8b854f7	20	0
0x396f8b86c29	26	0
0x396f950cc97	16	1
0x396f950da38	19	0
0x396f950f373	20	0
0x396f950fd9f	26	0
0x396f9e962ef	16	0
0x396f9e97cfa	19	0
0x396f9e986f2	20	0
0x396f9e99082	26	0
0x396fa81f8ab	16	1
0x396fa8212ea	19	0
0x396fa821ce2	20	0
0x396fa8226da	26	0
0x396fb1a8f6b	16	0
0x396fb1aa9de	19	0
0x396fb1ab3d6	20	0
0x396fb1abd9a	26	0
0x396fbb325c3	16	1
0x396fbb3406a	19	0
0x396fbb34581	20	0
0x396fbb35ce6	26	0
0x396fc4bbd20	16	0
0x396fc4bc9f1	19	0
0x396fc4be28f	20	0
0x396fc4becbc	26	0
0x396fce452a8	16	1
0x396fce46d4f	19	0
0x396fce476df	20	0
0x396fce480a3	26	0
0x396fd7ce900	16	0
0x396fd7d040f	19	0
0x396fd7d09c2	20	0
0x396fd7d1422	26	0
0x396fe157fc1	16	1
0x396fe159a67	19	0
0x396fe15a494	20	0
0x396fe15ae58	26	0
0x396feae16b5	16	0
0x396feae3023	19	0
0x396feae3a84	20	0
0x396feae4414	26	0
0x396ff46ad41	16	1
0x396ff46ba13	19	0
0x396ff46d1ac	20	0
0x396ff46db70	26	0
0x396ffdf4331	16	0
0x396ffdf5da4	19	0
0x396ffdf6804	20	0
0x396ffdf71c8	26	0
0x3970077d9be	16	1
0x3970077f499	19	0
0x3970077fe91	20	0
0x39700780821	26	0
0x3970110707e	16	0
0x39701108a55	19	0
0x39701109419	20	0
0x39701109ddd	26	0
0x39701a906d6	16	1
0x39701a9217d	19	0
0x39701a92b75	20	0
0x39701a93505	26	0
0x39702419d2e	16	0
0x3970241b7d5	19	0
0x3970241c201	20	0
0x3970241cbc5	26	0
0x39702da33bb	16	1
0x39702da4df9	19	0
0x39702da57f1	20	0
0x39702da6181	26	0
0x3970372ca7b	16	0
0x3970372e486	19	0
0x3970372ee7e	20	0
0x3970372f80e	26	0
0x397040b6037	16	1
0x397040b7ade	19	0
0x397040b84d6	20	0
0x397040b8ece	26	0
0x39704a3f72b	16	0
0x39704a411d2	19	0
0x39704a41bca	20	0
0x39704a4255a	26	0
0x397053c8e20	16	1
0x397053ca85f	19	0
0x397053cb257	20	0
0x397053cbc1b	26	0
0x39705d52444	16	0
0x39705d53e1b	19	0
0x39705d54813	20	0
0x39705d551d7	26	0
0x397066dba9c	16	1
0x397066dd543	19	0
0x397066ddf07	20	0
0x397066de897	26	0
0x397070652fd	16	0
0x397070664b0	19	0
0x39707066e40	20	0
0x39707068676	26	0
0x397079ee7e9	16	1
0x397079f0228	19	0
0x397079f0c20	20	0
0x397079f15e4	26	0
0x39708377e41	16	0
0x3970837984c	19	0
0x3970837a278	20	0
0x3970837ac3c	26	0
0x39708d01499	16	1
0x39708d02f0c	19	0
0x39708d0389c	20	0
0x39708d0422c	26	0
0x3970968ab26	16	0
0x3970968c564	19	0
0x3970968cf5c	20	0
0x3970968d920	26	0
0x3970a01424e	16	1
0x3970a014ff0	19	0
0x3970a01688e	20	0
0x3970a0172ba	26	0
0x3970a99d83e	16	0
0x3970a99f2e5	19	0
0x3970a99fc75	20	0
0x3970a9a0639	26	0
0x3970b326e96	16	1
0x3970b3289a5	19	0
0x3970b328e87	20	0
0x3970b32a5ed	26	0
0x3970bcb05f3	16	0
0x3970bcb1ffe	19	0
0x3970bcb2514	20	0
0x3970bcb3c79	26	0
0x3970c639baf	16	1
0x3970c63b68a	19	0
0x3970c63c04e	20	0
0x3970c63c9de	26	0
0x3970cfc326f	16	0
0x3970cfc4db2	19	0
0x3970cfc5294	20	0
0x3970cfc69fa	26	0
0x3970d94c893	16	1
0x3970d94e306	19	0
0x3970d94ecfe	20	0
0x3970d94f68e	26	0
0x3970e2d5f54	16	0
0x3970e2d79c7	19	0
0x3970e2d83f3	20	0
0x3970e2d8d83	26	0
0x3970ec5f5e0	16	1
0x3970ec60fb7	19	0
0x3970ec6197b	20	0
0x3970ec6230b	26	0
0x3970f5e8c04	16	0
0x3970f5ea60f	19	0
0x3970f5eb007	20	0
0x3970f5eb997	26	0
0x3970ff72465	16	1
0x3970ff731d3	19	0
0x3970ff749d4	20	0
0x3970ff753cd	26	0
0x397108fb91d	16	0
0x397108fd3c4	19	0
0x397108fddbc	20	0
0x397108fe780	26	0
0x39711284f75	16	1
0x39711286a50	19	0
0x39711287414	20	0
0x39711287d70	26	0
0x39711c0e601	16	0
0x39711c0ff3b	19	0
0x39711c10900	20	0
0x39711c1128f	26	0
0x39712597cc2	16	1
0x39712599768	19	0
0x3971259a12c	20	0
0x3971259aabc	26	0
0x39712f2134e	16	0
0x39712f22d8d	19	0
0x39712f23785	20	0
0x39712f24149	26	0
0x397138aaa0e	16	1
0x397138ac4b5	19	0
0x397138ac9cb	20	0
0x397138ae0c9	26	0
0x39714234032	16	0
0x397142359d5	19	0
0x397142363cd	20	0
0x39714236d5d	26	0
0x39714bbd75b	16	1
0x39714bbf131	19	0
0x39714bbfb2a	20	0
0x39714bc0522	26	0
0x39715547191	16	0
0x39715547e96	19	0
0x39715549734	20	0
0x39715549c16	26	0
0x39715ed04dc	16	1
0x39715ed11e1	19	0
0x39715ed29e3	20	0
0x39715ed3373	26	0
0x39716859bd0	16	0
0x3971685b50a	19	0
0x3971685ba55	20	0
0x3971685d11e	26	0
0x397171e318c	16	1
0x397171e4b63	19	0
0x397171e5045	20	0
0x397171e6742	26	0
0x39717b6c7b0	16	0
0x39717b6e0ea	19	0
0x39717b6eae3	20	0
0x39717b6f40a	26	0
0x397184f5f0d	16	1
0x397184f6b76	19	0
0x397184f83e0	20	0
0x397184f8da4	26	0
0x39718e7f460	16	0
0x39718e80d9b	19	0
0x39718e81793	20	0
0x39718e82087	26	0
0x39719808bbd	16	1
0x397198098c2	19	0
0x3971980b161	20	0
0x3971980baf0	26	0
0x3971a1921e1	16	0
0x3971a193b50	19	0
0x3971a194514	20	0
0x3971a194e3b	26	0
0x3971ab1b8d6	16	1
0x3971ab1c50b	19	0
0x3971ab1dd0d	20	0
0x3971ab1e6d1	26	0
0x3971b4a4f62	16	0
0x3971b4a6904	19	0
0x3971b4a6de6	20	0
0x3971b4a84e4	26	0
0x3971be2e4ea	16	1
0x3971be2fec0	19	0
0x3971be30884	20	0
0x3971be31248	26	0
0x3971c7b7bde	16	0
0x3971c7b95b5	19	0
0x3971c7b9fad	20	0
0x3971c7ba8d5	26	0
0x3971d141236	16	1
0x3971d142bd9	19	0
0x3971d1435d1	20	0
0x3971d143ef9	26	0
0x3971daca85b	16	0
0x3971dacc195	19	0
0x3971daccb59	20	0
0x3971dacd481	26	0
0x3971e454124	16	1
0x3971e454ec5	19	0
0x3971e45672f	20	0
0x3971e4570f3	26	0
0x3971eddd5a7	16	0
0x3971eddeee2	19	0
0x3971eddf8da	20	0
0x3971ede0201	26	0
0x3971f766bcb	16	1
0x3971f768672	19	0
0x3971f768b88	20	0
0x3971f76a286	26	0
0x397200f028c	16	0
0x397200f1b2a	19	0
0x397200f24ee	20	0
0x397200f2e16	26	0
0x39720a79980	16	1
0x39720a7b323	19	0
0x39720a7bd4f	20	0
0x39720a7c677	26	0
0x39721402f70	16	0
0x39721404876	19	0
0x397214052a3	20	0
0x39721405b96	26	0
0x39721d8c665	16	1
0x39721d8e007	19	0
0x39721d8e9cb	20	0
0x39721d8f2f3	26	0
0x39722715cf1	16	0
0x397227175f7	19	0
0x39722717fbb	20	0
0x397227188af	26	0
0x3972309f2ad	16	1
0x397230a0cb8	19	0
0x397230a167c	20	0
0x397230a1fa3	26	0
0x39723a289d5	16	0
0x39723a2a378	19	0
0x39723a2ada4	20	0
0x39723a2b698	26	0
0x397243b2062	16	1
0x397243b3a38	19	0
0x397243b4430	20	0
0x397243b4d58	26	0
0x39724d3b61e	16	0
0x39724d3cfc0	19	0
0x39724d3d984	20	0
0x39724d3e278	26	0
0x397256c4d46	16	1
0x397256c67ed	19	0
0x397256c6d03	20	0
0x397256c8401	26	0
0x3972604e39e	16	0
0x3972604fcd9	19	0
0x397260506d1	20	0
0x39726050fc4	26	0
0x397269d7ac7	16	1
0x397269d949e	19	0
0x397269d99b4	20	0
0x397269db0b1	26	0
0x39727361083	16	0
0x39727362955	19	0
0x39727363381	20	0
0x39727363ca9	26	0
0x39727cea743	16	1
0x39727cec0b2	19	0
0x39727cecaaa	20	0
0x39727ced39d	26	0
0x39728673dd0	16	0
0x3972867570a	19	0
0x39728676136	20	0
0x39728676a5e	26	0
0x39728ffd428	16	1
0x39728ffedfe	19	0
0x39728fff7c2	20	0
0x397290000ea	26	0
0x39729986ae8	16	0
0x39729988422	19	0
0x39729988e1b	20	0
0x39729989742	26	0
0x3972a310140	16	1
0x3972a311c4f	19	0
0x3972a312165	20	0
0x3972a313863	26	0
0x3972ac99869	16	0
0x3972ac9a4d2	19	0
0x3972ac9bd3c	20	0
0x3972ac9c700	26	0
0x3972b622e25	16	1
0x3972b62482f	19	0
0x3972b6251f3	20	0
0x3972b625b1b	26	0
0x3972bfac4b1	16	0
0x3972bfade1f	19	0
0x3972bfae7e3	20	0
0x3972bfaf10b	26	0
0x3972c935b09	16	1
0x3972c937514	19	0
0x3972c937f0c	20	0
0x3972c938834	26	0
0x3972d2bf1ca	16	0
0x3972d2c0ad0	19	0
0x3972d2c14c8	20	0
0x3972d2c1dbc	26	0
0x3972dc487ee	16	1
0x3972dc4a261	19	0
0x3972dc4ac8d	20	0
0x3972dc4b5b5	26	0
0x3972e5d1eae	16	0
0x3972e5d37b4	19	0
0x3972e5d41ac	20	0
0x3972e5d4aa0	26	0
0x3972ef5b506	16	1
0x3972ef5cea9	19	0
0x3972ef5d8a1	20	0
0x3972ef5e1fd	26	0
0x3972f8e4b93	16	0
0x3972f8e6501	19	0
0x3972f8e6f2d	20	0
0x3972f8e7855	26	0
0x3973026e21f	16	1
0x3973026fbf5	19	0
0x397302705b9	20	0
0x39730270ee1	26	0
0x39730bf7913	16	0
0x39730bf921a	19	0
0x39730bf9c46	20	0
0x39730bfa56e	26	0
0x39731580f03	16	1
0x39731582942	19	0
0x3973158333a	20	0
0x39731583c96	26	0
0x39731f0a660	16	0
0x39731f0b2fd	19	0
0x39731f0cc37	20	0
0x39731f0d5fb	26	0
0x39732893cec	16	1
0x397328949be	19	0
0x397328961bf	20	0
0x39732896b83	26	0
0x3973321d2dc	16	0
0x3973321ebae	19	0
0x3973321f53e	20	0
0x3973321fe66	26	0
0x39733ba68cc	16	1
0x39733ba82d7	19	0
0x39733ba8c9b	20	0
0x39733ba95c3	26	0
0x3973452ff8d	16	0
0x397345318fb	19	0
0x39734532327	20	0
0x39734532c4f	26	0
0x39734eb964d	16	1
0x39734ebb058	19	0
0x39734ebb5a2	20	0
0x39734ebcc6b	26	0
0x39735842cd9	16	0
0x3973584467c	19	0
0x39735845074	20	0
0x3973584599c	26	0
0x397361cc332	16	1
0x397361cdd70	19	0
0x397361ce252	20	0
0x397361cf91c	26	0
0x39736b559f2	16	0
0x39736b5732c	19	0
0x39736b57cf0	20	0
0x39736b58618	26	0
0x397374df04a	16	1
0x397374e0a21	19	0
0x397374e13e5	20	0
0x397374e1d0c	26	0
0x39737e686d6	16	0
0x39737e69fdd	19	0
0x39737e6a9d5	20	0
0x39737e6b2fc	26	0
0x397387f1d97	16	1
0x397387f376d	19	0
0x397387f3c83	20	0
0x397387f534d	26	0
0x3973917b387	16	0
0x3973917cd29	19	0
0x3973917d721	20	0
0x3973917e049	26	0
0x39739b04a47	16	1
0x39739b0641e	19	0
0x39739b06e16	20	0
0x39739b0773e	26	0
0x3973a48e108	16	0
0x3973a48fa0e	19	0
0x3973a490406	20	0
0x3973a490cfa	26	0
0x3973ae17760	16	1
0x3973ae19102	19	0
0x3973ae19ac6	20	0
0x3973ae1a3ee	26	0
0x3973b7a0d84	16	0
0x3973b7a26be	19	0
0x3973b7a30b6	20	0
0x3973b7a39aa	26	0
0x3973c12a3dc	16	1
0x3973c12be4f	19	0
0x3973c12c847	20	0
0x3973c12d16f	26	0
0x3973cab3ad0	16	0
0x3973cab53a3	19	0
0x3973cab5d9b	20	0
0x3973cab66c2	26	0
0x3973d43d129	16	1
0x3973d43eb67	19	0
0x3973d43f049	20	0
0x3973d440713	26	0
0x3973ddc681d	16	0
0x3973ddc81f4	19	0
0x3973ddc870a	20	0
0x3973ddc9dd3	26	0
0x3973e74fdd9	16	1
0x3973e751818	19	0
0x3973e7521dc	20	0
0x3973e752b04	26	0
0x3973f0d94cd	16	0
0x3973f0dae08	19	0
0x3973f0db7cc	20	0
0x3973f0dc0f4	26	0
0x3973fa62b26	16	1
0x3973fa644fc	19	0
0x3973fa64ec0	20	0
0x3973fa657e8	26	0
0x397403ec17e	16	0
0x397403edab8	19	0
0x397403ee4b0	20	0
0x397403eedd8	26	0
0x39740d7590f	16	1
0x39740d765ac	19	0
0x39740d77dae	20	0
0x39740d78772	26	0
0x397416fee62	16	0
0x3974170079d	19	0
0x397417011c9	20	0
0x39741701abd	26	0
0x39742088557	16	1
0x39742089ef9	19	0
0x3974208a925	20	0
0x3974208b24d	26	0
0x39742a11baf	16	0
0x39742a134b5	19	0
0x39742a13ead	20	0
0x39742a147d5	26	0
0x3974339b1d3	16	1
0x3974339cbde	19	0
0x3974339d56e	20	0
0x3974339de95	26	0
0x39743d24893	16	0
0x39743d261ce	19	0
0x39743d26bc6	20	0
0x39743d274ee	26	0
0x397446adf88	16	1
0x397446af9c7	19	0
0x397446afedd	20	0
0x397446b15da	26	0
0x397450376b0	16	0
0x397450383ea	19	0
0x39745039d58	20	0
0x3974503a71c	26	0
0x397459c0c38	16	1
0x397459c260f	19	0
0x397459c2fd3	20	0
0x397459c38fb	26	0
0x3974634a291	16	0
0x3974634bb97	19	0
0x3974634c55b	20	0
0x3974634ce83	26	0
0x39746cd38e9	16	1
0x39746cd52bf	19	0
0x39746cd5d20	20	0
0x39746cd6647	26	0
0x3974765cf75	16	0
0x3974765e8af	19	0
0x3974765f273	20	0
0x3974765fb67	26	0
0x39747fe6706	16	1
